,주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
3121,pp1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
3122,pp1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
3123,pp142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3124,pp1420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3125,pp1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3126,pp1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
3127,pp1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3128,pp1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3129,pp1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
3130,pp1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3131,pp1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3132,pp1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3133,pp143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3134,pp1430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3135,pp1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3136,pp1432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3137,pp1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
3138,pp1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
3139,pp1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3140,pp1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3141,pp1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3142,pp1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3143,pp144,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0
3144,pp1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3145,pp1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
3146,pp1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3147,pp1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
3148,pp1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3149,pp1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3150,pp1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3151,pp1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3152,pp1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3153,pp1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3154,pp145,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3155,pp1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
3156,pp1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3157,pp1452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
3158,pp1453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
3159,pp1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3160,pp1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
3161,pp1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3162,pp1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
3163,pp1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3164,pp1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3165,pp146,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3166,pp1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3167,pp1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3168,pp1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
3169,pp1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3170,pp1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3171,pp1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3172,pp1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
3173,pp1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
3174,pp1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3175,pp1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3176,pp147,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0
3177,pp1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3178,pp1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3179,pp1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3180,pp1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3181,pp1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
3182,pp1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3183,pp1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3184,pp1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3185,pp1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3186,pp1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3187,pp148,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
3188,pp1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3189,pp1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3190,pp1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3191,pp1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3192,pp1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3193,pp1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3194,pp1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
3195,pp1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3196,pp149,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3197,pp1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3198,pp1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3199,pp1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3200,pp1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3201,pp1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3202,pp1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3203,pp1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3204,pp1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3205,pp1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3206,pp150,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0
3207,pp1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3208,pp1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3209,pp1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3210,pp1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3211,pp1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3212,pp1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
3213,pp1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3214,pp1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3215,pp1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3216,pp1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3217,pp151,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
3218,pp1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3219,pp1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3220,pp1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3221,pp1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3222,pp1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3223,pp1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3224,pp1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3225,pp1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3226,pp1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3227,pp1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3228,pp152,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0
3229,pp1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
3230,pp1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3231,pp1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
3232,pp1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
3233,pp1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
3234,pp1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3235,pp1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
3236,pp1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3237,pp153,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0
3238,pp1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3239,pp1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3240,pp1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3241,pp1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3242,pp1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3243,pp1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3244,pp1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3245,pp1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3246,pp1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3247,pp1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3248,pp1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3249,pp1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3250,pp1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3251,pp1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3252,pp1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3253,pp1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3254,pp1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3255,pp1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3256,pp1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3257,pp155,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
3258,pp1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3259,pp1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3260,pp1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3261,pp1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3262,pp1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3263,pp1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3264,pp1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3265,pp1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3266,pp1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3267,pp1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3268,pp156,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3269,pp1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3270,pp1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3271,pp1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3272,pp1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3273,pp1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3274,pp1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3275,pp1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3276,pp1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3277,pp1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3278,pp1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3279,pp157,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0
3280,pp1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3281,pp1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3282,pp1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3283,pp1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3284,pp1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3285,pp1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3286,pp1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3287,pp1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3288,pp1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3289,pp1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3290,pp158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3291,pp1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3292,pp1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3293,pp1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3294,pp1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3295,pp1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3296,pp1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3297,pp1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3298,pp159,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0
3299,pp1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3300,pp1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3301,pp1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3302,pp1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3303,pp1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3304,pp1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3305,pp1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3306,pp1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3307,pp1598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3308,pp1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3309,pp160,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0
3310,pp1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3311,pp1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3312,pp1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3313,pp1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3314,pp1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3315,pp1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3316,pp1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3317,pp1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3318,pp1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3319,pp1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3320,pp161,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
3321,pp1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3322,pp1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3323,pp1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3324,pp1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3325,pp1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3326,pp1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3327,pp1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3328,pp1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3329,pp1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3330,pp1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3331,pp162,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3332,pp1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3333,pp1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3334,pp1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3335,pp1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3336,pp1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3337,pp1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3338,pp1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3339,pp1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3340,pp1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3341,pp1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3342,pp163,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,0.0
3343,pp1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3344,pp1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3345,pp1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3346,pp1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3347,pp1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3348,pp1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3349,pp1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3350,pp1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3351,pp1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3352,pp164,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3353,pp1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3354,pp1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3355,pp1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3356,pp1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3357,pp1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3358,pp1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3359,pp1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3360,pp1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3361,pp1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3362,pp165,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3363,pp1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3364,pp1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3365,pp1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3366,pp1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3367,pp1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3368,pp1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3369,pp1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3370,pp1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3371,pp1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3372,pp1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3373,pp166,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0
3374,pp1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3375,pp1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3376,pp1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3377,pp1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3378,pp1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3379,pp1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3380,pp1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3381,pp1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3382,pp1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3383,pp1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3384,pp167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
3385,pp1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3386,pp1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3387,pp1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3388,pp1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3389,pp1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3390,pp1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3391,pp1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3392,pp1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3393,pp1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3394,pp1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3395,pp168,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
3396,pp1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3397,pp1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3398,pp1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3399,pp1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3400,pp1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3401,pp1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3402,pp1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3403,pp1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3404,pp1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3405,pp169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3406,pp1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3407,pp1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3408,pp1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3409,pp1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3410,pp1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
