주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
pp1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57850.0
pp1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28200.0
pp1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0
pp1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137940.0
pp1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145500.0
pp1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126140.0
pp1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248220.0
pp1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131280.0
pp1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354920.0
pp1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102040.0
pp166,0.0,0.0,0.0,0.0,0.0,70000.0,220790.0,157740.0,0.0,127140.0
pp1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288150.0
pp1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107210.0
pp1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207210.0
pp1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110570.0
pp1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362890.0
pp1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74620.0
pp1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339400.0
pp1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115650.0
pp1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158020.0
pp1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475000.0
pp167,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,211200.0,63070.0,0.0
pp1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258800.0
pp1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755130.0
pp1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123120.0
pp1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109850.0
pp1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75820.0
pp1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0
pp1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0
pp1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127540.0
pp1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107970.0
pp1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161820.0
pp168,0.0,0.0,0.0,0.0,0.0,140000.0,0.0,88560.0,0.0,0.0
pp1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97600.0
pp1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371190.0
pp1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65640.0
pp1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0
pp1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0
pp1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20370.0
pp1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41000.0
pp1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32300.0
pp1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39300.0
pp169,0.0,0.0,0.0,0.0,0.0,16500.0,0.0,0.0,0.0,0.0
pp1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57850.0
pp1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137620.0
pp1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74920.0
pp1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.0
pp1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0
pp1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76100.0
pp1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206600.0
pp1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0
pp1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159610.0
pp1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93300.0
pp170,0.0,0.0,0.0,0.0,0.0,328000.0,92380.0,195140.0,0.0,0.0
pp1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0
pp1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164120.0
pp1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102680.0
pp1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51750.0
pp1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87410.0
pp1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63750.0
pp1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74500.0
pp1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0
pp1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76100.0
pp1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590570.0
pp171,0.0,0.0,0.0,0.0,0.0,1023700.0,0.0,0.0,0.0,0.0
pp1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117240.0
pp1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0
pp1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113300.0
pp1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114620.0
pp1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407670.0
pp1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113300.0
pp1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0
pp1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99350.0
pp172,0.0,0.0,0.0,0.0,0.0,526250.0,747970.0,171330.0,0.0,0.0
pp1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57220.0
pp1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617900.0
pp1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80070.0
pp1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188290.0
pp1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61600.0
pp1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117770.0
pp1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37380.0
pp1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113300.0
pp173,0.0,0.0,0.0,0.0,0.0,258500.0,0.0,0.0,0.0,0.0
pp1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55870.0
pp174,0.0,0.0,0.0,0.0,0.0,1622990.0,1033690.0,0.0,0.0,0.0
pp175,0.0,0.0,0.0,0.0,0.0,154800.0,0.0,132500.0,0.0,0.0
pp176,0.0,0.0,0.0,0.0,0.0,1295020.0,0.0,0.0,78870.0,63070.0
pp177,0.0,0.0,0.0,0.0,0.0,202970.0,0.0,69700.0,134810.0,0.0
pp178,0.0,0.0,0.0,0.0,0.0,848660.0,942330.0,1452550.0,1392530.0,684480.0
pp179,0.0,0.0,0.0,0.0,0.0,137500.0,158700.0,67320.0,0.0,0.0
pp180,0.0,0.0,0.0,0.0,0.0,121080.0,60540.0,113520.0,143650.0,0.0
pp181,0.0,0.0,0.0,0.0,0.0,1666500.0,2307290.0,832590.0,0.0,0.0
pp182,0.0,0.0,0.0,0.0,0.0,53030.0,0.0,0.0,0.0,0.0
pp183,0.0,0.0,0.0,0.0,0.0,921940.0,131060.0,379500.0,0.0,373140.0
pp184,0.0,0.0,0.0,0.0,0.0,71500.0,0.0,0.0,0.0,0.0
pp185,0.0,0.0,0.0,0.0,0.0,221200.0,109200.0,0.0,0.0,0.0
pp186,0.0,0.0,0.0,0.0,0.0,489410.0,0.0,84810.0,78870.0,68970.0
pp187,0.0,0.0,0.0,0.0,0.0,252200.0,60540.0,135630.0,0.0,0.0
pp188,0.0,0.0,0.0,0.0,0.0,483700.0,552660.0,561230.0,273230.0,408140.0
pp189,0.0,0.0,0.0,0.0,0.0,85400.0,0.0,0.0,0.0,0.0
pp190,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,0.0,0.0,0.0
pp191,0.0,0.0,0.0,0.0,0.0,1301410.0,2128320.0,861520.0,1371720.0,638010.0
pp192,0.0,0.0,0.0,0.0,0.0,108900.0,0.0,0.0,0.0,0.0
pp193,0.0,0.0,0.0,0.0,0.0,553680.0,98010.0,346500.0,103970.0,0.0
pp194,0.0,0.0,0.0,0.0,0.0,1244740.0,1260930.0,0.0,0.0,0.0
pp195,0.0,0.0,0.0,0.0,0.0,492300.0,1041530.0,1715890.0,1189890.0,339900.0
pp196,0.0,0.0,0.0,0.0,0.0,787300.0,0.0,255090.0,58810.0,0.0
pp198,0.0,0.0,0.0,0.0,0.0,39000.0,0.0,184140.0,0.0,0.0
pp199,0.0,0.0,0.0,0.0,0.0,218500.0,0.0,0.0,0.0,0.0
pp200,0.0,0.0,0.0,0.0,0.0,1171400.0,0.0,0.0,0.0,0.0
pp201,0.0,0.0,0.0,0.0,0.0,864500.0,0.0,0.0,0.0,0.0
pp202,0.0,0.0,0.0,0.0,0.0,201800.0,536580.0,0.0,0.0,0.0
pp203,0.0,0.0,0.0,0.0,0.0,290400.0,465550.0,196020.0,616870.0,83110.0
pp204,0.0,0.0,0.0,0.0,0.0,214500.0,0.0,72270.0,77220.0,0.0
pp205,0.0,0.0,0.0,0.0,0.0,234800.0,0.0,0.0,0.0,0.0
pp206,0.0,0.0,0.0,0.0,0.0,485900.0,239740.0,426140.0,203790.0,140120.0
pp207,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0
pp208,0.0,0.0,0.0,0.0,0.0,450200.0,246840.0,510180.0,462530.0,475000.0
pp209,0.0,0.0,0.0,0.0,0.0,989110.0,0.0,0.0,0.0,0.0
pp210,0.0,0.0,0.0,0.0,0.0,377540.0,519340.0,182820.0,294100.0,109080.0
pp211,0.0,0.0,0.0,0.0,0.0,497850.0,0.0,0.0,0.0,0.0
pp212,0.0,0.0,0.0,0.0,0.0,950400.0,0.0,0.0,0.0,0.0
pp213,0.0,0.0,0.0,0.0,0.0,118970.0,0.0,58410.0,58410.0,0.0
pp214,0.0,0.0,0.0,0.0,0.0,689270.0,1164210.0,900130.0,270870.0,452870.0
pp215,0.0,0.0,0.0,0.0,0.0,174000.0,154740.0,0.0,76400.0,0.0
pp216,0.0,0.0,0.0,0.0,0.0,296780.0,464260.0,63470.0,109080.0,52400.0
pp217,0.0,0.0,0.0,0.0,0.0,47250.0,0.0,0.0,164240.0,0.0
pp218,0.0,0.0,0.0,0.0,0.0,175250.0,0.0,0.0,0.0,0.0
pp219,0.0,0.0,0.0,0.0,0.0,214600.0,0.0,0.0,0.0,0.0
pp220,0.0,0.0,0.0,0.0,0.0,1203160.0,2073900.0,1619340.0,1944760.0,1682840.0
pp221,0.0,0.0,0.0,0.0,0.0,176000.0,0.0,200650.0,161250.0,0.0
pp222,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,0.0,0.0,0.0
pp223,0.0,0.0,0.0,0.0,0.0,450500.0,0.0,204770.0,144540.0,0.0
pp224,0.0,0.0,0.0,0.0,0.0,127430.0,0.0,0.0,0.0,48500.0
pp225,0.0,0.0,0.0,0.0,0.0,101400.0,0.0,0.0,0.0,0.0
pp226,0.0,0.0,0.0,0.0,0.0,126000.0,426620.0,0.0,0.0,0.0
pp228,0.0,0.0,0.0,0.0,0.0,281000.0,0.0,262520.0,76400.0,0.0
pp229,0.0,0.0,0.0,0.0,0.0,443320.0,1097370.0,1336830.0,1066080.0,575300.0
pp230,0.0,0.0,0.0,0.0,0.0,187000.0,0.0,0.0,75820.0,0.0
pp231,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,305600.0,0.0,0.0
pp232,0.0,0.0,0.0,0.0,0.0,36500.0,0.0,0.0,0.0,0.0
pp233,0.0,0.0,0.0,0.0,0.0,188510.0,0.0,0.0,0.0,0.0
pp234,0.0,0.0,0.0,0.0,0.0,1245380.0,2325930.0,1025310.0,119560.0,0.0
pp235,0.0,0.0,0.0,0.0,0.0,163360.0,0.0,0.0,0.0,0.0
pp236,0.0,0.0,0.0,0.0,0.0,72600.0,0.0,0.0,61900.0,0.0
pp237,0.0,0.0,0.0,0.0,0.0,496540.0,556120.0,1002330.0,1030130.0,654650.0
pp238,0.0,0.0,0.0,0.0,0.0,764270.0,486790.0,233420.0,760980.0,1055190.0
pp239,0.0,0.0,0.0,0.0,0.0,0.0,913290.0,371250.0,0.0,0.0
pp240,0.0,0.0,0.0,0.0,0.0,1125825.0,192090.0,125240.0,654050.0,152740.0
pp241,0.0,0.0,0.0,0.0,0.0,523280.0,267630.0,610500.0,340890.0,113300.0
pp242,0.0,0.0,0.0,0.0,0.0,107900.0,107900.0,179910.0,0.0,0.0
pp244,0.0,0.0,0.0,0.0,0.0,1185370.0,1144170.0,525140.0,884810.0,362450.0
pp245,0.0,0.0,0.0,0.0,0.0,1132530.0,0.0,0.0,153420.0,357990.0
pp246,0.0,0.0,0.0,0.0,0.0,74400.0,0.0,0.0,0.0,0.0
pp247,0.0,0.0,0.0,0.0,0.0,814060.0,766990.0,131670.0,496380.0,435380.0
pp248,0.0,0.0,0.0,0.0,0.0,592110.0,351480.0,417120.0,162010.0,291740.0
pp249,0.0,0.0,0.0,0.0,0.0,79900.0,0.0,0.0,0.0,0.0
pp25,0.0,0.0,0.0,0.0,0.0,276700.0,94710.0,0.0,0.0,0.0
pp250,0.0,0.0,0.0,0.0,0.0,652270.0,968360.0,1052700.0,631060.0,332440.0
pp251,0.0,0.0,0.0,0.0,0.0,107900.0,0.0,0.0,0.0,0.0
pp253,0.0,0.0,0.0,0.0,0.0,78800.0,0.0,0.0,0.0,0.0
pp254,0.0,0.0,0.0,0.0,0.0,147820.0,147820.0,246510.0,210310.0,128140.0
pp255,0.0,0.0,0.0,0.0,0.0,286240.0,0.0,0.0,0.0,149600.0
pp256,0.0,0.0,0.0,0.0,0.0,160300.0,413120.0,348480.0,325880.0,227460.0
pp257,0.0,0.0,0.0,0.0,0.0,1709960.0,5063940.0,5967460.0,4521170.0,2694300.0
pp258,0.0,0.0,0.0,0.0,0.0,224910.0,0.0,0.0,0.0,0.0
pp259,0.0,0.0,0.0,0.0,0.0,88520.0,88520.0,0.0,0.0,64200.0
pp260,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,57850.0,0.0
pp261,0.0,0.0,0.0,0.0,0.0,60540.0,0.0,0.0,0.0,0.0
pp262,0.0,0.0,0.0,0.0,0.0,643110.0,182820.0,0.0,233420.0,0.0
pp263,0.0,0.0,0.0,0.0,0.0,122200.0,0.0,0.0,0.0,0.0
pp265,0.0,0.0,0.0,0.0,0.0,175740.0,0.0,0.0,0.0,0.0
pp267,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,0.0,0.0
pp268,0.0,0.0,0.0,0.0,0.0,331250.0,71450.0,0.0,276860.0,210570.0
pp269,0.0,0.0,0.0,0.0,0.0,238600.0,236470.0,221760.0,290750.0,119980.0
pp272,0.0,0.0,0.0,0.0,0.0,308500.0,341600.0,0.0,0.0,0.0
pp273,0.0,0.0,0.0,0.0,0.0,78800.0,157600.0,0.0,78870.0,0.0
pp274,0.0,0.0,0.0,0.0,0.0,177840.0,599480.0,210430.0,269990.0,312940.0
pp276,0.0,0.0,0.0,0.0,0.0,247880.0,495720.0,488730.0,426190.0,99400.0
pp277,0.0,0.0,0.0,0.0,0.0,97000.0,0.0,0.0,0.0,0.0
pp278,0.0,0.0,0.0,0.0,0.0,68900.0,68900.0,157740.0,206010.0,63070.0
pp279,0.0,0.0,0.0,0.0,0.0,0.0,78800.0,157740.0,0.0,0.0
pp280,0.0,0.0,0.0,0.0,0.0,250370.0,0.0,0.0,0.0,0.0
pp281,0.0,0.0,0.0,0.0,0.0,258130.0,0.0,0.0,0.0,0.0
pp282,0.0,0.0,0.0,0.0,0.0,216000.0,0.0,0.0,0.0,0.0
pp283,0.0,0.0,0.0,0.0,0.0,123540.0,0.0,0.0,0.0,0.0
pp284,0.0,0.0,0.0,0.0,0.0,204400.0,0.0,0.0,0.0,736540.0
pp285,0.0,0.0,0.0,0.0,0.0,73910.0,608860.0,421200.0,368510.0,115700.0
pp286,0.0,0.0,0.0,0.0,0.0,222500.0,0.0,0.0,0.0,0.0
pp287,0.0,0.0,0.0,0.0,0.0,123610.0,240650.0,0.0,0.0,0.0
pp288,0.0,0.0,0.0,0.0,0.0,185100.0,0.0,0.0,0.0,0.0
pp289,0.0,0.0,0.0,0.0,0.0,512820.0,1005020.0,1248070.0,825050.0,699510.0
pp290,0.0,0.0,0.0,0.0,0.0,688720.0,914540.0,94710.0,0.0,0.0
pp291,0.0,0.0,0.0,0.0,0.0,142910.0,0.0,0.0,0.0,0.0
pp292,0.0,0.0,0.0,0.0,0.0,63240.0,0.0,0.0,0.0,0.0
pp293,0.0,0.0,0.0,0.0,0.0,88700.0,0.0,0.0,0.0,0.0
pp294,0.0,0.0,0.0,0.0,0.0,153200.0,0.0,0.0,0.0,0.0
pp295,0.0,0.0,0.0,0.0,0.0,193070.0,0.0,0.0,0.0,0.0
pp296,0.0,0.0,0.0,0.0,0.0,206260.0,153090.0,431000.0,1052240.0,354760.0
pp297,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,0.0,0.0
pp298,0.0,0.0,0.0,0.0,0.0,185780.0,280200.0,264330.0,204780.0,76100.0
pp299,0.0,0.0,0.0,0.0,0.0,77370.0,0.0,0.0,0.0,0.0
pp300,0.0,0.0,0.0,0.0,0.0,85400.0,0.0,0.0,614480.0,57850.0
pp301,0.0,0.0,0.0,0.0,0.0,215010.0,215010.0,0.0,55870.0,0.0
pp302,0.0,0.0,0.0,0.0,0.0,184080.0,0.0,0.0,0.0,0.0
pp303,0.0,0.0,0.0,0.0,0.0,0.0,366220.0,0.0,0.0,0.0
pp304,0.0,0.0,0.0,0.0,0.0,60540.0,0.0,0.0,0.0,0.0
pp305,0.0,0.0,0.0,0.0,0.0,158700.0,84300.0,0.0,0.0,0.0
pp306,0.0,0.0,0.0,0.0,0.0,80450.0,0.0,0.0,0.0,0.0
pp307,0.0,0.0,0.0,0.0,0.0,164200.0,0.0,0.0,0.0,0.0
pp308,0.0,0.0,0.0,0.0,0.0,193230.0,109870.0,159470.0,0.0,74990.0
pp309,0.0,0.0,0.0,0.0,0.0,221550.0,366850.0,399320.0,492070.0,270550.0
pp310,0.0,0.0,0.0,0.0,0.0,279900.0,436400.0,144540.0,299960.0,119980.0
pp311,0.0,0.0,0.0,0.0,0.0,85440.0,0.0,0.0,0.0,0.0
pp312,0.0,0.0,0.0,0.0,0.0,236400.0,394070.0,0.0,0.0,0.0
pp313,0.0,0.0,0.0,0.0,0.0,482600.0,939920.0,1481040.0,1073860.0,705630.0
pp314,0.0,0.0,0.0,0.0,0.0,77370.0,231140.0,0.0,61900.0,61900.0
pp315,0.0,0.0,0.0,0.0,0.0,74400.0,223700.0,0.0,0.0,0.0
pp316,0.0,0.0,0.0,0.0,0.0,171800.0,355940.0,184140.0,156540.0,0.0
pp318,0.0,0.0,0.0,0.0,0.0,86870.0,0.0,0.0,0.0,0.0
pp319,0.0,0.0,0.0,0.0,0.0,78800.0,0.0,0.0,0.0,0.0
pp320,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,0.0,0.0
pp321,0.0,0.0,0.0,0.0,0.0,301450.0,751920.0,953790.0,736040.0,562170.0
pp322,0.0,0.0,0.0,0.0,0.0,88520.0,177040.0,0.0,72270.0,128400.0
pp323,0.0,0.0,0.0,0.0,0.0,63240.0,0.0,0.0,0.0,0.0
pp324,0.0,0.0,0.0,0.0,0.0,79900.0,0.0,0.0,0.0,0.0
pp325,0.0,0.0,0.0,0.0,0.0,238600.0,96460.0,0.0,0.0,0.0
pp326,0.0,0.0,0.0,0.0,0.0,77370.0,77370.0,0.0,76400.0,0.0
pp327,0.0,0.0,0.0,0.0,0.0,237010.0,0.0,0.0,0.0,0.0
pp328,0.0,0.0,0.0,0.0,0.0,170470.0,0.0,0.0,0.0,0.0
pp329,0.0,0.0,0.0,0.0,0.0,487180.0,722700.0,227040.0,254560.0,180500.0
pp330,0.0,0.0,0.0,0.0,0.0,107900.0,0.0,0.0,0.0,0.0
pp331,0.0,0.0,0.0,0.0,0.0,195990.0,0.0,199050.0,0.0,56890.0
pp332,0.0,0.0,0.0,0.0,0.0,81500.0,0.0,0.0,0.0,0.0
pp333,0.0,0.0,0.0,0.0,0.0,254150.0,0.0,0.0,0.0,0.0
pp334,0.0,0.0,0.0,0.0,0.0,608680.0,0.0,0.0,0.0,0.0
pp335,0.0,0.0,0.0,0.0,0.0,52950.0,0.0,0.0,0.0,0.0
pp336,0.0,0.0,0.0,0.0,0.0,216010.0,0.0,684410.0,78870.0,0.0
pp337,0.0,0.0,0.0,0.0,0.0,0.0,154740.0,0.0,76400.0,61900.0
pp338,0.0,0.0,0.0,0.0,0.0,284070.0,0.0,219090.0,0.0,0.0
pp339,0.0,0.0,0.0,0.0,0.0,157600.0,0.0,155270.0,218340.0,124970.0
pp340,0.0,0.0,0.0,0.0,0.0,104480.0,0.0,0.0,0.0,0.0
pp341,0.0,0.0,0.0,0.0,0.0,60540.0,536880.0,839770.0,0.0,164220.0
pp342,0.0,0.0,0.0,0.0,0.0,75390.0,0.0,0.0,0.0,0.0
pp343,0.0,0.0,0.0,0.0,0.0,217540.0,0.0,0.0,0.0,0.0
pp344,0.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0
pp345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187660.0,49700.0,0.0
pp346,0.0,0.0,0.0,0.0,0.0,217050.0,457450.0,744720.0,1097050.0,608030.0
pp347,0.0,0.0,0.0,0.0,0.0,104600.0,0.0,0.0,0.0,0.0
pp348,0.0,0.0,0.0,0.0,0.0,77370.0,288760.0,155270.0,0.0,125970.0
pp349,0.0,0.0,0.0,0.0,0.0,71490.0,0.0,0.0,0.0,0.0
pp350,0.0,0.0,0.0,0.0,0.0,151220.0,0.0,0.0,0.0,57850.0
pp351,0.0,0.0,0.0,0.0,0.0,425420.0,1090340.0,700730.0,0.0,0.0
pp352,0.0,0.0,0.0,0.0,0.0,197200.0,177510.0,0.0,0.0,0.0
pp353,0.0,0.0,0.0,0.0,0.0,230200.0,343100.0,123420.0,570500.0,0.0
pp354,0.0,0.0,0.0,0.0,0.0,339800.0,0.0,238590.0,415580.0,0.0
pp355,0.0,0.0,0.0,0.0,0.0,73850.0,145300.0,142900.0,142900.0,115700.0
pp356,0.0,0.0,0.0,0.0,0.0,126070.0,33920.0,0.0,0.0,53000.0
pp357,0.0,0.0,0.0,0.0,0.0,462910.0,148200.0,0.0,0.0,0.0
pp358,0.0,0.0,0.0,0.0,0.0,57900.0,0.0,122760.0,45190.0,0.0
pp359,0.0,0.0,0.0,0.0,0.0,107900.0,0.0,0.0,0.0,0.0
pp360,0.0,0.0,0.0,0.0,0.0,60540.0,0.0,0.0,56760.0,0.0
pp361,0.0,0.0,0.0,0.0,0.0,392540.0,0.0,0.0,0.0,0.0
pp362,0.0,0.0,0.0,0.0,0.0,162550.0,0.0,352610.0,0.0,0.0
pp363,0.0,0.0,0.0,0.0,0.0,121080.0,0.0,173580.0,173580.0,99400.0
pp364,0.0,0.0,0.0,0.0,0.0,143470.0,0.0,0.0,0.0,0.0
pp365,0.0,0.0,0.0,0.0,0.0,74400.0,0.0,0.0,308060.0,0.0
pp366,0.0,0.0,0.0,0.0,0.0,402640.0,0.0,0.0,0.0,0.0
pp367,0.0,0.0,0.0,0.0,0.0,85900.0,0.0,92070.0,0.0,0.0
pp368,0.0,0.0,0.0,0.0,0.0,830655.0,0.0,0.0,0.0,0.0
pp369,0.0,0.0,0.0,0.0,0.0,60360.0,0.0,0.0,0.0,0.0
pp370,0.0,0.0,0.0,0.0,0.0,91670.0,184990.0,215950.0,188590.0,42510.0
pp371,0.0,0.0,0.0,0.0,0.0,121080.0,0.0,0.0,0.0,0.0
pp372,0.0,0.0,0.0,0.0,0.0,195870.0,203430.0,175230.0,108110.0,99400.0
pp373,0.0,0.0,0.0,0.0,0.0,79900.0,0.0,0.0,0.0,0.0
pp374,0.0,0.0,0.0,0.0,0.0,479960.0,0.0,0.0,0.0,0.0
pp375,0.0,0.0,0.0,0.0,0.0,78800.0,0.0,0.0,0.0,0.0
pp376,0.0,0.0,0.0,0.0,0.0,97000.0,0.0,0.0,0.0,0.0
pp377,0.0,0.0,0.0,0.0,0.0,69380.0,187670.0,0.0,0.0,0.0
pp379,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,0.0,0.0
pp380,0.0,0.0,0.0,0.0,0.0,336690.0,599040.0,0.0,0.0,0.0
pp381,0.0,0.0,0.0,0.0,0.0,277660.0,0.0,0.0,0.0,0.0
pp382,0.0,0.0,0.0,0.0,0.0,132140.0,0.0,0.0,0.0,0.0
pp383,0.0,0.0,0.0,0.0,0.0,187140.0,207240.0,0.0,55870.0,0.0
pp385,0.0,0.0,0.0,0.0,0.0,341600.0,0.0,0.0,0.0,347100.0
pp386,0.0,0.0,0.0,0.0,0.0,86870.0,0.0,0.0,0.0,0.0
pp387,0.0,0.0,0.0,0.0,0.0,225700.0,0.0,0.0,0.0,0.0
pp388,0.0,0.0,0.0,0.0,0.0,112900.0,112900.0,246840.0,0.0,0.0
pp389,0.0,0.0,0.0,0.0,0.0,108500.0,122430.0,0.0,221560.0,0.0
pp390,0.0,0.0,0.0,0.0,0.0,145450.0,0.0,0.0,0.0,0.0
pp391,0.0,0.0,0.0,0.0,0.0,69400.0,0.0,0.0,0.0,0.0
pp392,0.0,0.0,0.0,0.0,0.0,146500.0,0.0,0.0,0.0,0.0
pp393,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,4600.0,0.0,0.0
pp394,0.0,0.0,0.0,0.0,0.0,277040.0,154740.0,362680.0,61900.0,61900.0
pp395,0.0,0.0,0.0,0.0,0.0,109600.0,0.0,0.0,0.0,0.0
pp396,0.0,0.0,0.0,0.0,0.0,34690.0,0.0,0.0,0.0,0.0
pp398,0.0,0.0,0.0,0.0,0.0,496510.0,311680.0,899250.0,553960.0,0.0
pp399,0.0,0.0,0.0,0.0,0.0,68900.0,47700.0,54120.0,68970.0,0.0
pp40,0.0,0.0,0.0,0.0,413200.0,78800.0,0.0,0.0,0.0,69800.0
