,Unnamed: 0,Unnamed: 0.1,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,reg_카테고리,대분류,판매가,품절여부,후기
424,424,426,패커스,과세,0,13900,포모나 화이트코코렛(소스) 2kg 1개 (낱개 상품),1716,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005005 : 식자재 > 카페 식재료 > 소스류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007005 : NEW > 식자재 > 카페 식재료 > 소스류",식자재 카페 소스류 식재료,카페,14700,정상,0
425,425,427,패커스,과세,0,15000,포모나 바닐라빈(소스) 2kg 1개 (낱개 상품),1715,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005005 : 식자재 > 카페 식재료 > 소스류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007005 : NEW > 식자재 > 카페 식재료 > 소스류",식자재 카페 소스류 식재료,카페,15900,정상,0
426,426,428,패커스,과세,0,17300,포모나 티라미수(소스) 2kg 1개 (낱개 상품),1714,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005005 : 식자재 > 카페 식재료 > 소스류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007005 : NEW > 식자재 > 카페 식재료 > 소스류",식자재 카페 소스류 식재료,카페,17900,정상,0
427,427,429,패커스,과세,0,10700,포모나 레몬시럽 1L 1개 (낱개 상품),1713,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,11400,정상,0
428,428,430,패커스,과세,0,10700,포모나 메이플시럽 1L 1개 (낱개 상품),1712,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,11400,정상,0
429,429,431,패커스,과세,0,10700,포모나 라즈베리시럽 1L 1개 (낱개 상품),1711,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,11400,정상,0
430,430,432,패커스,과세,0,13050,포모나 믹솔로지 모히토시럽 1L 1개 (낱개 상품),1710,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
431,431,433,패커스,과세,0,13050,포모나 홍차향시럽 1L 1개 (낱개 상품),1709,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
432,432,434,패커스,과세,0,10700,포모나 마론향시럽 1L 1개 (낱개 상품),1708,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,11400,정상,0
433,433,435,패커스,과세,0,10700,포모나 바닐라향시럽 1L 1개 (낱개 상품),1707,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
061024 : vol.4 Catalogue > 카달로그_4",식자재 시럽류 카페 식재료,카페,11400,정상,0
434,434,436,패커스,과세,1,10700,포모나 헤즐넛향시럽 1L 1개 (낱개 상품),1706,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
061024 : vol.4 Catalogue > 카달로그_4",식자재 시럽류 카페 식재료,카페,11400,정상,0
435,435,437,패커스,과세,0,13050,포모나 믹솔로지 히비스커스펀치시럽 1L 1개 (낱개 상품),1705,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
436,436,438,패커스,과세,0,13050,포모나 믹솔로지 피나콜라다시럽 1L 1개 (낱개 상품),1704,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
437,437,439,패커스,과세,0,10700,포모나 블루베리시럽 1L 1개 (낱개 상품),1703,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,11400,정상,0
438,438,440,패커스,과세,0,13050,포모나 믹솔로지 펄피그린애플시럽 1L 1개 (낱개 상품),1702,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
439,439,441,패커스,과세,0,13050,포모나 믹솔로지 진저&레몬시럽 1L 1개 (낱개 상품),1701,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료",식자재 시럽류 카페 식재료,카페,13900,정상,0
441,441,443,패커스,면세,1,7580,세미 딸기스무디 1.8kg 1개 (낱개 상품),1699,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8000,정상,0
442,442,444,패커스,면세,0,7580,세미 키위스무디 1.8kg 1개 (낱개 상품),1698,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8000,정상,0
443,443,445,패커스,면세,0,7580,세미 망고스무디 1.8kg 1개 (낱개 상품),1697,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8000,정상,0
444,444,446,패커스,과세,0,7580,세미 베리믹스스무디 1.8kg 1개 (낱개 상품),1696,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디",스무디 식자재 카페 식재료,카페,8000,정상,0
459,459,461,패커스,면세,0,6400,세미 녹차라떼(파우더) 500g 1개 (낱개 상품),1681,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005006 : 식자재 > 카페 식재료 > 파우더
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007006 : NEW > 식자재 > 카페 식재료 > 파우더
061 : vol.4 Catalogue
061024 : vol.4 Catalogue > 카달로그_4",파우더 식자재 카페 식재료,카페,6800,정상,0
460,460,462,패커스,과세,0,5780,포모나 코코렛(파우더) 800g 1개 (낱개 상품),1680,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005006 : 식자재 > 카페 식재료 > 파우더
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007006 : NEW > 식자재 > 카페 식재료 > 파우더",파우더 식자재 카페 식재료,카페,6100,정상,0
461,461,463,패커스,과세,0,12700,포모나 요거트(파우더) 1kg 1개 (낱개 상품),1679,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005006 : 식자재 > 카페 식재료 > 파우더
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007006 : NEW > 식자재 > 카페 식재료 > 파우더
061024 : vol.4 Catalogue > 카달로그_4",파우더 식자재 카페 식재료,카페,13500,정상,0
462,462,464,패커스,과세,1,6930,포모나 그린티(파우더) 500g 1개 (낱개 상품),1678,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005006 : 식자재 > 카페 식재료 > 파우더
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007006 : NEW > 식자재 > 카페 식재료 > 파우더
061024 : vol.4 Catalogue > 카달로그_4",파우더 식자재 카페 식재료,카페,7300,정상,0
463,463,465,패커스,면세,0,3700,아임요 빙수용콩고물 600g 1개 (낱개 상품),1677,사용안함,구산식품,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005008 : 식자재 > 카페 식재료 > 빙수류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007008 : NEW > 식자재 > 카페 식재료 > 빙수류",식자재 카페 빙수류 식재료,카페,4000,정상,0
464,464,466,패커스,면세,0,8000,세미 홍차라떼(파우더) 500g 1개 (낱개 상품),1676,사용안함,아그라나푸르트코리아,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005006 : 식자재 > 카페 식재료 > 파우더
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007006 : NEW > 식자재 > 카페 식재료 > 파우더
061 : vol.4 Catalogue
061024 : vol.4 Catalogue > 카달로그_4",파우더 식자재 카페 식재료,카페,8500,정상,0
465,465,467,패커스,면세,0,8200,포모나 키위스무디 2kg 1개 (낱개 상품),1675,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8700,정상,0
466,466,468,패커스,면세,0,8200,포모나 블루베리스무디 2kg 1개 (낱개 상품),1674,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디",스무디 식자재 카페 식재료,카페,8700,정상,0
467,467,469,패커스,면세,0,8200,포모나 딸기스무디 2kg 1개 (낱개 상품),1673,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8700,정상,0
468,468,470,패커스,면세,0,9330,포모나 유자스무디 2kg 1개 (낱개 상품),1672,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디",스무디 식자재 카페 식재료,카페,10900,정상,0
469,469,471,패커스,면세,1,8200,포모나 망고스무디 2kg 1개 (낱개 상품),1671,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디
061024 : vol.4 Catalogue > 카달로그_4",스무디 식자재 카페 식재료,카페,8700,정상,0
470,470,472,패커스,면세,0,9330,포모나 레몬스무디 2kg 1개 (낱개 상품),1670,사용안함,카파아이엔티,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005004 : 식자재 > 카페 식재료 > 스무디
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007004 : NEW > 식자재 > 카페 식재료 > 스무디",스무디 식자재 카페 식재료,카페,9900,정상,0
